name,apartments.comUrl,real_url,pmCompanyLogo,chatbot
The Marquis of State Thomas,https://www.apartments.com/the-marquis-of-state-thomas-dallas-tx/e2pzm0m/,https://www.cwsapartments.com/apartments/tx/dallas/marquis-state-thomas/?utm_source=CoStar&utm_medium=Referral,Cws Capital Partners Llc,
The Village Bend,https://www.apartments.com/the-village-bend-dallas-tx/0f4qjt2/,http://www.thevillagedallas.com/,Lincoln Property Company,
Radius Turtle Creek,https://www.apartments.com/radius-turtle-creek-dallas-tx/d2b8enk/,http://www.radiusturtlecreek.com/,Lincoln Property Company,
Alexan West Dallas,https://www.apartments.com/alexan-west-dallas-dallas-tx/tz6pjz8/,https://www.alexanwestdallas.com/?rccustomid=OQ==-o6qee6pfj48=,Greystar Real Estate Partners,
The Pearl On Frankford,https://www.apartments.com/the-pearl-on-frankford-dallas-tx/lhfr15e/,https://www.thepearlonfrankford.com/?utm_knock=a,,Knockbot
Tivoli Apartments,https://www.apartments.com/tivoli-apartments-dallas-tx/2yp19x9/,https://www.tivoliapartmentstx.com/,Calstrs,text us
The Dunhill,https://www.apartments.com/the-dunhill-dallas-tx/0x2srz2/,N/A,Perry Guest Company,
Ardan,https://www.apartments.com/ardan-dallas-tx/2vwmynb/,https://ardanapts.com/switch_cls[id]=65540/?utm_source=Apartments.com&utm_content=Listing,Mill Creek Residential Trust Llc,N/A
Glass House by Windsor,https://www.apartments.com/glass-house-by-windsor-dallas-tx/tzxstmc/,http://www.glasshousebywindsor.com/,Gid Investment Advisors Llc,text us
Soho,https://www.apartments.com/soho-dallas-tx/smkxmv6/,https://www.livesohoapts.com/?utm_knock=a,Cirrus Asset Management Inc,Knockbot
Eleven10 at Farmers Market,https://www.apartments.com/eleven10-at-farmers-market-dallas-tx/777yw0x/,https://www.steadfastliving.com/Apartments-In/Dallas-TX/Eleven10-at-Farmers-Market?utm_source=CoStar-Apartments&utm_medium=listings,,
Maple District Lofts,https://www.apartments.com/maple-district-lofts-dallas-tx/8gze950/,http://www.mapledistrictdallas.com/,Benjamin E Sherman Sons Inc,
Macallan on Ross,https://www.apartments.com/macallan-on-ross-dallas-tx/jr1hjj4/,https://www.alapts.com/apartments/tx/dallas/macallan-at-ross/amenities,American Landmark,
MAA Uptown Village,https://www.apartments.com/maa-uptown-village-dallas-tx/bzf2k29/,https://www.maac.com/texas/dallas/maa-uptown-village/?utm_medium=ils&utm_source=costar&utm_campaign=listing,Mid America Apartment Communities Inc,PERQ
Gables Katy Trail,https://www.apartments.com/gables-katy-trail-dallas-tx/dm7q5vl/,https://www.gables.com/communities/texas/dallas/gables-katy-trail/?utm_knock=a,Clarion Partners,PERQ
SHOREVIEW FLATS,https://www.apartments.com/shoreview-flats-dallas-tx/3rdfb0d/,https://www.shoreviewdallas.com/cs/,Village Green,
MAA Deer Run,https://www.apartments.com/maa-deer-run-dallas-tx/4nkzq6h/,https://www.maac.com/texas/dallas/maa-deer-run/?utm_medium=ils&utm_source=costar&utm_campaign=listing,Mid America Apartment Communities Inc,PERQ
Atelier,https://www.apartments.com/atelier-dallas-tx/x4p46rm/,https://www.atelierdallas.com/?utm_source=apartments.com&utm_medium=referral&utm_campaign=platinum&UTM_Knock=apr,Zrs Management,Rentgrata
Cityplace Heights,https://www.apartments.com/cityplace-heights-dallas-tx/e95rjrn/,http://www.cityplaceheights.com/,Sentinel Real Estate Corporation,
Halston on Frankford,https://www.apartments.com/halston-on-frankford-dallas-tx/h5vyet2/,https://halstononfrankfordapts.com/?utm_source=ILS&utm_medium=apartments.com&utm_campaign=website link,Ashcroft Capital Llc,N/A
Windsor by the Galleria,https://www.apartments.com/windsor-by-the-galleria-dallas-tx/cdveplg/,https://www.windsorbythegalleria.com/,Gid Investment Advisors Llc,text us
Dallas North Park Apartments,https://www.apartments.com/dallas-north-park-apartments-dallas-tx/16pw636/,https://www.dallasnorthparkapts.com/,Bridge Investment Group,
Axis at Wycliff,https://www.apartments.com/axis-at-wycliff-dallas-tx/dtcxzel/,http://www.axiswycliff.com/,Benjamin E Sherman Sons Inc,
Metropolitan at Cityplace,https://www.apartments.com/metropolitan-at-cityplace-dallas-tx/53smwkq/,https://www.metropolitancityplace.com/,,
Fairways at Prestonwood,https://www.apartments.com/fairways-at-prestonwood-dallas-tx/zq3mttz/,http://www.fairways411.com/,The Paskin Group,
Bridgeport,https://www.apartments.com/bridgeport-dallas-tx/el508cn/,http://www.bridgeportapthome.com/,Bsr Real Estate Investment Trust,
South Side Flats,https://www.apartments.com/south-side-flats-dallas-tx/r7d81c0/,https://www.southsideflatsapts.com/?utm_source=Apartments.com&utm_medium=ILS,Waterton,
Keystone Falls Apartments,https://www.apartments.com/keystone-falls-apartments-dallas-tx/k0dlvr9/,https://www.liveatkeystonefalls.com/?utm_knock=a,Western Wealth Communities,BetterBot
Echelon at Reverchon Bluffs,https://www.apartments.com/echelon-at-reverchon-bluffs-dallas-tx/d19sqnk/,https://www.reverchonbluffs.com/,,
The Callie,https://www.apartments.com/the-callie-dallas-tx/ng9050m/,https://triconresidential.com/apartment/grand-cypress-cove/?utm_source=costar&utm_medium=paid-listing&utm_campaign=costar&utm_content=for-rent,Tricon Residential,
Pear Ridge,https://www.apartments.com/pear-ridge-dallas-tx/2d7clxc/,http://www.pearridgeapts.com/,Price Brothers,Respage
Waterford @ Bellmar,https://www.apartments.com/waterford-bellmar-dallas-tx/ydyrnwr/,https://www.waterforddallas.com/?utm_knock=a,Knightvest Management,Realpage
Cambridge Court,https://www.apartments.com/cambridge-court-dallas-tx/debep0h/,http://www.cambridgecourtapartmenthomes.com/,Fath Properties,text us
Everton @ Bellmar,https://www.apartments.com/everton-bellmar-dallas-tx/q4d5ngw/,https://www.evertonapartmentsdallas.com/?utm_knock=a,Knightvest Management,Realpage
Madison @ Bellmar,https://www.apartments.com/madison-bellmar-dallas-tx/wpebcql/,https://www.madisonapartmentsdallas.com/?utm_knock=a,Knightvest Management,Knockbot
Vistas at Pinnacle Park,https://www.apartments.com/vistas-at-pinnacle-park-dallas-tx/72chpky/,http://livevistaspinnaclepark.com/,Casoro Group,N/A
Verge,https://www.apartments.com/verge-dallas-tx/kvpfwsc/,https://www.vergedallas.com/?utm_knock=costar,Presidium Group,Knockbot
Eagle Crossing Apts,https://www.apartments.com/eagle-crossing-apts-dallas-tx/2vd6bkb/,http://www.eaglecrossingapts.com/,Sunridge Management Group Inc,
The Brixton Apartments,https://www.apartments.com/the-brixton-apartments-dallas-tx/p30y07s/,https://liveatthebrixton.com/?utm_knock=a,S2 Capital Llc,Knockbot
Grand Estates @ Kessler Park,https://www.apartments.com/grand-estates-kessler-park-dallas-tx/lq9vhrf/,http://grandpeaks.com/texas/grand-estates-at-kessler-park/?utm_knock=a,Grand Peaks Properties Inc,Knockbot
Spring Parc,https://www.apartments.com/spring-parc-dallas-tx/gxgv3gz/,http://www.springparc.com/?utm_knock=a,Caf Capital Partners,Knockbot
Solarium Apartments,https://www.apartments.com/solarium-apartments-dallas-tx/wdcrvbj/,N/A,,
Bristol Apartment Living,https://www.apartments.com/bristol-apartment-living-dallas-tx/ytx8zpr/,http://www.bristolaptstx.com/,Anterra Management Corporation,text us
The Continental,https://www.apartments.com/the-continental-dallas-tx/pmvs2ft/,https://www.continentaldallas.com/,Brookfield Properties Multifamily Llc,
The Premier at Prestonwood,https://www.apartments.com/the-premier-at-prestonwood-dallas-tx/80szs03/,http://thepremieratprestonwood.com/,Premier Property Management,N/A
Neo At Midtown,https://www.apartments.com/neo-at-midtown-dallas-tx/spkbyn6/,N/A,S2 Capital Llc,
The Monroe,https://www.apartments.com/the-monroe-dallas-tx/ml7m4qj/,http://www.monroedallas.com/?utm_source=Apartments.com&utm_medium=ILS,Pinnacle Property Management Services Llc,
Lakewood Greens,https://www.apartments.com/lakewood-greens-dallas-tx/nccz1fq/,https://www.lakewoodgreens.com/?ilm=costar,Greystar Real Estate Partners,N/A
Marsh Creek Apartments,https://www.apartments.com/marsh-creek-apartments-dallas-tx/ecr2shm/,http://www.marshcreekapartments.com/,Dayrise Residential Llc,My Showing
McCallum Highlands,https://www.apartments.com/mccallum-highlands-dallas-tx/vcvq43e/,http://property.onesite.realpage.com/templates/template_concept04_hex/default.asp?w=mccallumhighlands,Colgate Mccallum Advisors Inc,
Woodside Lane Apartments,https://www.apartments.com/woodside-lane-apartments-dallas-tx/82s47w2/,https://www.woodsidelaneapts.com/,Legend Asset Management,N/A
The Merc,https://www.apartments.com/the-merc-dallas-tx/n52nd8m/,https://www.mercdallas.com/,Brookfield Properties Multifamily Llc,
Hyde Park At Montfort,https://www.apartments.com/hyde-park-at-montfort-dallas-tx/c7z2etg/,http://www.hydeparkmontfort.com/,Rpm,Knockbot
Riverfalls @ Bellmar,https://www.apartments.com/riverfalls-bellmar-dallas-tx/0tfmfd0/,https://www.riverfallsdallas.com/?utm_knock=a,Knightvest Management,Realpage
NINETY-NINE 44 WALNUT,https://www.apartments.com/ninety-nine-44-walnut-dallas-tx/j50yl54/,https://www.ninetynine44onwalnut.com/?utm_knock=a,Fpi Management,Knockbot
Oaks Trinity,https://www.apartments.com/oaks-trinity-dallas-tx/8r05p81/,https://www.oaksproperties.com/apartments/tx/dallas/trinity/?utm_source=GMB&utm_medium=organic,Oaks Properties Llc,BetterBot
The Oaks at Hampton,https://www.apartments.com/the-oaks-at-hampton-dallas-tx/shn1wn4/,https://theoaksathampton.com/,,N/A
The District by Wedgewood,https://www.apartments.com/the-district-by-wedgewood-dallas-tx/q3des4w/,https://www.liveatindio.com/the-district,Indio Management,AnyoneHome
Andalusian Gate,https://www.apartments.com/andalusian-gate-dallas-tx/bb1hytc/,http://www.andalusiangate.com/,Thomas C Mercer,
Parkford Oaks Apartments,https://www.apartments.com/parkford-oaks-apartments-dallas-tx/5qdbysm/,http://www.parkfordoaks.com/,Michael Stevens Interests Inc,Respage
Creekview Apartment Homes,https://www.apartments.com/creekview-apartment-homes-dallas-tx/mnyyd0h/,http://www.creekviewapts.com/,Price Brothers,Respage
Highland Park West Lemmon,https://www.apartments.com/highland-park-west-lemmon-dallas-tx/5btnq7q/,https://connorgroup.com/apartments-dallas-tx/highland-park/?utm_source=listing&utm_campaign=apartments,,
Hue at Cityplace,https://www.apartments.com/hue-at-cityplace-dallas-tx/0tyfhh3/,http://www.hueatcityplace-apts.com/,Indio Management,
Belterra Apartments,https://www.apartments.com/belterra-apartments-dallas-tx/s0ytyq6/,http://www.liveatbelterradallas.com/,Valcap Group,PERQ
Concrete Jungle Properties-DALLAS,https://www.apartments.com/concrete-jungle-properties-dallas-dallas-tx/4ql0sjk/,N/A,,
Tides on Rosemeade East,https://www.apartments.com/tides-on-rosemeade-east-dallas-tx/69neqyr/,https://www.tidesonrosemeadeeast.com/,The Robinson Group,
Clark Ridge Canyon,https://www.apartments.com/clark-ridge-canyon-dallas-tx/s57fl17/,http://www.clarkridgecanyon.com/,Devonshire Real Estate And Asset Management,
Seville @ Bellmar,https://www.apartments.com/seville-bellmar-dallas-tx/8jpss82/,https://www.sevilledallas.com/?utm_knock=a,Knightvest Management,Realpage
The Ayva at Oaklawn,https://www.apartments.com/the-ayva-at-oaklawn-dallas-tx/zxrm2dz/,https://villatorinoinfo.com/,United Apartment Group,
Bluffs at Lakewood,https://www.apartments.com/bluffs-at-lakewood-dallas-tx/8kpeqr3/,https://www.bluffsatlakewood.com/?utm_knock=a,Indio Management,Knockbot
Bellevue at the Bluffs,https://www.apartments.com/bellevue-at-the-bluffs-dallas-tx/slt7xj6/,http://www.aurabluffview.com/?utm_source=costar&utm_medium=referral&utm_campaign=ils,,
Huntington Lakes,https://www.apartments.com/huntington-lakes-dallas-tx/v8c7gsf/,N/A,Ilan Investments,
Veridian Place,https://www.apartments.com/veridian-place-dallas-tx/fm3xwjs/,http://www.veridianplace.com/,United Apartment Group,
The Hamptons,https://www.apartments.com/the-hamptons-dallas-tx/jzl8hf7/,http://www.thehamptonstx.com/,Anterra Management Corporation,text us
Lakeside Apartments,https://www.apartments.com/lakeside-apartments-dallas-tx/ksk0yfb/,http://www.lakesidedallas.com/,Valiant Residential,
The Oaks of North Dallas,https://www.apartments.com/the-oaks-of-north-dallas-dallas-tx/rb5ccq2/,http://www.theoaksofnorthdallas.com/,,N/A
Avondale Parc @ Bellmar,https://www.apartments.com/avondale-parc-bellmar-dallas-tx/0vv5bj2/,https://www.avondaleparcapts.com/?utm_knock=a#,Knightvest Management,Realpage
Everwood Apartments,https://www.apartments.com/everwood-apartments-dallas-tx/fgmeg9r/,http://www.everwoodapartments.com/,,
The Monet Apartments,https://www.apartments.com/the-monet-apartments-dallas-tx/fftnjmv/,https://www.themonetapartments.com/,,
Residence at Lake Highlands,https://www.apartments.com/residence-at-lake-highlands-dallas-tx/lz585zd/,http://www.residenceatlakehighlands.com/contact,Nitya Capital,
Aberdeen @ Bellmar,https://www.apartments.com/aberdeen-bellmar-dallas-tx/d1wk99k/,https://www.aberdeendallas.com/?utm_knock=a,Knightvest Management,Knockbot
Preston Park,https://www.apartments.com/preston-park-dallas-tx/cgrfc7f/,N/A,Fath Properties,
The Willows on Rosemeade,https://www.apartments.com/the-willows-on-rosemeade-dallas-tx/l7bbmbd/,http://www.willowsapts.com/,Priderock Capital Partners Llc,
Hadley at Bellmar,https://www.apartments.com/hadley-at-bellmar-dallas-tx/0z1emf3/,https://www.hadleydallas.com/?utm_knock=a,Knightvest Management,Realpage
Davenport Apartments,https://www.apartments.com/davenport-apartments-dallas-tx/gzlj6qz/,https://www.davenport-apts.com/?rcstdid=OQ%3d%3d-o6qee6pfj48%3d,Westdale Real Estate Investment And Management,text us
Champions of North Dallas,https://www.apartments.com/champions-of-north-dallas-dallas-tx/0n8e863/,http://www.championsnorthdallas.com/?utm_source=Costar-Apartments&utm_medium=ILS&utm_campaign=platinum,Pinnacle Property Management Services Llc,BetterBot
The Loren Apartments,https://www.apartments.com/the-loren-apartments-dallas-tx/nlc2vzp/,https://liveattheloren.com/?utm_knock=a,S2 Capital Llc,Knockbot
The Woods at Five Mile Creek,https://www.apartments.com/the-woods-at-five-mile-creek-dallas-tx/gl1162z/,http://www.woodsdallas.com/,Topaz Asset Management,Knockbot
Ladera Apartments,https://www.apartments.com/ladera-apartments-dallas-tx/pm8p44r/,https://www.willmax.net/ladera.html?utm_source=ApartmentsDotCom&utm_medium=web&utm_campaign=ladera,Willmax Capital Management,
The Wilshire,https://www.apartments.com/the-wilshire-dallas-tx/e551ctm/,N/A,Perry Guest Company,
Fountains of Jupiter,https://www.apartments.com/fountains-of-jupiter-dallas-tx/s1ph114/,https://www.fountainsofjupiter.com/,Colgate Mccallum Advisors Inc,
Ashwood Park Apartments,https://www.apartments.com/ashwood-park-apartments-dallas-tx/1rby186/,http://www.myashwoodpark.com/,Irwin R Rose Company,Realpage
Avenida Crossing,https://www.apartments.com/avenida-crossing-dallas-tx/bxcvk4b/,http://www.avenidacrossing.com/,,
Toscana Apartments,https://www.apartments.com/toscana-apartments-dallas-tx/4tf25fh/,http://layerslife.com/,Hlc Equity,
Bella Vista Sol,https://www.apartments.com/bella-vista-sol-dallas-tx/4mmhdsh/,https://www.bellavistasol.com/,,BetterBot
The Doral & Monfort Valley,https://www.apartments.com/the-doral-monfort-valley-dallas-tx/99tl774/,https://avpmcorp.com/listing/the-doral/,Avpm,
South Pointe Apartments,https://www.apartments.com/south-pointe-apartments-dallas-tx/33bezge/,http://www.southpointeapthomes.com/,Cohen Esrey Real Estate Services Llc,
Vantage Point Apartments,https://www.apartments.com/vantage-point-apartments-dallas-tx/7ldmqey/,https://www.vantagepointdallas.com/?utm_knock=a,Knightvest Management,Knockbot
Solaris,https://www.apartments.com/solaris-dallas-tx/c3q5hsf/,https://www.solarisdallas.com/,Valcap Group,PERQ
GREEN HOUSE FLATS,https://www.apartments.com/green-house-flats-dallas-tx/7qpqm9w/,http://www.powerproperties.com/,Power Properties,
Mountain Creek Apartments,https://www.apartments.com/mountain-creek-apartments-dallas-tx/yx0ghjv/,https://www.mountaincreekapts.com/?utm_knock=a,Odin Properties,Knockbot
Crossings on Marsh,https://www.apartments.com/crossings-on-marsh-dallas-tx/w9lrd9h/,http://www.mycrossingsonmarsh.com/,Irwin R Rose Company,Realpage
Tides on Rosemeade West,https://www.apartments.com/tides-on-rosemeade-west-dallas-tx/803mb00/,https://www.tidesonrosemeadewest.com/,The Robinson Group,
Linear,https://www.apartments.com/linear-dallas-tx/cxql2xf/,http://www.lineardallas.com/?utm_knock=costar,Presidium Group,Knockbot
The Timbers,https://www.apartments.com/the-timbers-dallas-tx/695gggt/,http://www.timbers3565.com/,United Apartment Group,
Fifteen Forty Apartments,https://www.apartments.com/fifteen-forty-apartments-dallas-tx/y4my55v/,http://fifteenfortydallas.com/,Indio Management,
Aspen Creek,https://www.apartments.com/aspen-creek-dallas-tx/lx1m3rf/,http://www.aspencreektx.com/,Anterra Management Corporation,text us
Villas Del Rey,https://www.apartments.com/villas-del-rey-dallas-tx/q4y5sjz/,http://www.villasdelreyapartments.com/,United Apartment Group,N/A
Exchange 7272,https://www.apartments.com/exchange-7272-dallas-tx/yqxvscr/,https://exchange7272apts.com/,Ashcroft Capital Llc,
Redbird Trails Apartment Homes,https://www.apartments.com/redbird-trails-apartment-homes-dallas-tx/jgq25w4/,N/A,,
Ventana,https://www.apartments.com/ventana-dallas-tx/wqyezdh/,https://www.liveatventana.com/,,N/A
Vista Buena Apartments,https://www.apartments.com/vista-buena-apartments-dallas-tx/eedh3lm/,http://www.vistabuenaapts.com/,Ambo Properties,
6500 South,https://www.apartments.com/6500-south-dallas-tx/ldztn6f/,http://www.liveat6500.com/,Dayrise Residential Llc,My Showing
Volara Apartments,https://www.apartments.com/volara-apartments-dallas-tx/e26wlqq/,https://livevolara.com/?utm_knock=a,S2 Capital Llc,Knockbot
Azure Urban Living,https://www.apartments.com/azure-urban-living-dallas-tx/34f75mg/,http://www.azureurbanliving.com/,Devonshire Real Estate And Asset Management,
The Greens of Hickory Trails,https://www.apartments.com/the-greens-of-hickory-trails-dallas-tx/98gpxn4/,https://www.livegreensofhickorytrail.com/?utm_knock=a,Uv Residential,PERQ
Muse,https://www.apartments.com/muse-dallas-tx/st58e06/,https://www.s2cp.com/themuse,Nitya Capital,
Bella Vista Pointe Apartments,https://www.apartments.com/bella-vista-pointe-apartments-dallas-tx/ydsc7cs/,https://www.bellavistapointe.com/,,BetterBot
Sedona Ridge,https://www.apartments.com/sedona-ridge-dallas-tx/77vx1dz/,http://www.sedonaridgeapt.com/,Legend Asset Management,Knockbot
Lancaster Urban Village,https://www.apartments.com/lancaster-urban-village-dallas-tx/qtd35nw/,https://www.lancasterurbanvillage.com/,Capstone Real Estate Services Inc,N/A
Meadows At Ferguson,https://www.apartments.com/meadows-at-ferguson-dallas-tx/ymzflhs/,N/A,Hudson Henley Properties,
Portofino at Las Colinas,https://www.apartments.com/portofino-at-las-colinas-farmers-branch-tx/fs4r0rr/,http://adaraportal.yottareal.com/pages/HomePage.aspx?Id=115,Ilan Investments,
Highlands of Valley Ranch,https://www.apartments.com/highlands-of-valley-ranch-irving-tx/ls6qeyd/,http://www.highlandsofvalleyranch.com/,Tonti Properties,
MAA Bella Casita,https://www.apartments.com/maa-bella-casita-irving-tx/bw1lm1c/,https://www.maac.com/texas/dallas/maa-bella-casita/?utm_medium=ils&utm_source=costar&utm_campaign=listing,Mid America Apartment Communities Inc,PERQ
Overture Plano 55+ Active Adult Apartment ...,https://www.apartments.com/overture-plano-55-active-adult-apartment-plano-tx/3yyb3je/,https://www.liveoverture.com/overtureplano/?switch_cls[id]=95309&,Greystar Real Estate Partners,N/A
Gables Water Street,https://www.apartments.com/gables-water-street-irving-tx/8v0t9l1/,https://www.gables.com/communities/texas/irving/gables-water-street/?utm_knock=a,Clarion Partners,
Alders at Rockwall,https://www.apartments.com/alders-at-rockwall-rockwall-tx/bmb033c/,https://aldersrockwall.com/,Capstone Real Estate Services Inc,Realpage
zzz Marquette at Preston Park,https://www.apartments.com/zzz-marquette-at-preston-park-plano-tx/533fv6p/,https://www.residencesatprestonpark.com/?switch_cls[id]=60799,,N/A
Lakeside Lofts,https://www.apartments.com/lakeside-lofts-farmers-branch-tx/ndph2tp/,https://www.lakesidelofts.com/,Sunchase American,
Sage Hill at Cypress Waters,https://www.apartments.com/sage-hill-at-cypress-waters-coppell-tx/kew4zv8/,https://www.sagehillapts.com/,Billingsley Company,Respage
Sloane Street Apartments,https://www.apartments.com/sloane-street-apartments-carrollton-tx/lh1ck3g/,https://www.sloanestreetapts.com/?rcstdid=OQ%3d%3d-o6qee6pfj48%3d,Billingsley Company,Respage
The Arts Apartments at Broadway Commons,https://www.apartments.com/the-arts-apartments-at-broadway-commons-garland-tx/zbsw40y/,http://www.artsatbroadwaycommons.com/,The Medve Group Inc,
The Belmont at Duck Creek,https://www.apartments.com/the-belmont-at-duck-creek-garland-tx/v5ql1ne/,https://www.belmontatduckcreek.com/?utm_source=apartments_com&utm_medium=paid,Bridge Investment Group,
MacArthur Ridge Apartments,https://www.apartments.com/macarthur-ridge-apartments-irving-tx/4g9dz7h/,http://www.mymacarthurridgeapartments.com/,Nals Apartment Homes,
Verandah at Valley Ranch,https://www.apartments.com/verandah-at-valley-ranch-irving-tx/z5ex49x/,http://www.verandahvalleyranch.com/,Morguard Management Company Inc,
Old Shepard Place,https://www.apartments.com/old-shepard-place-plano-tx/wzcr30h/,http://www.oldshepardplaceapartments.com/?utm_source=Costar-Apartments&utm_medium=ILS&utm_campaign=platinum,Pinnacle Property Management Services Llc,text us
Tides on Ranchview,https://www.apartments.com/tides-on-ranchview-irving-tx/f1s6ggv/,https://www.tidesonranchview.com/,The Robinson Group,
Dominion at Mercer Crossing,https://www.apartments.com/dominion-at-mercer-crossing-farmers-branch-tx/6rgqd5v/,http://www.dominionatmercercrossing.com/plans.html,Sunridge Management Group Inc,
Falls on Clearwood Apartments,https://www.apartments.com/falls-on-clearwood-apartments-richardson-tx/cdn385g/,http://www.fallsonclearwoodapts.com/index.aspx,Omninet Capital,text us
The Trails of Valley Ranch,https://www.apartments.com/the-trails-of-valley-ranch-irving-tx/1w11g96/,http://www.trailsofvalleyranch.com/,The Paskin Group,
Cutters Point Apartment Homes,https://www.apartments.com/cutters-point-apartment-homes-richardson-tx/5jzdwhq/,https://bhmanagement.com/communities/cutters-point-apartments/?utm_source=Apartments.com&utm_medium=ad&utm_campaign=referral,Bh Management Services Llc,
Brick Row,https://www.apartments.com/brick-row-richardson-tx/m8v7r1j/,http://www.brickrowapts.com/,Lincoln Property Company,
Cayman Las Colinas,https://www.apartments.com/cayman-las-colinas-irving-tx/ljhtdrg/,http://thecaymanlascolinas.com/,Gpi Real Estate Management Corporation,
La Mirada,https://www.apartments.com/la-mirada-richardson-tx/nwjfrrp/,https://www.lamirada-apartments.com/?utm_knock=a,Caf Capital Partners,Knockbot
Monterra Las Colinas Apartments,https://www.apartments.com/monterra-las-colinas-apartments-irving-tx/2ww05yc/,http://www.monterralascolinas.com/,Sentinel Real Estate Corporation,
Promenade at Las Colinas,https://www.apartments.com/promenade-at-las-colinas-irving-tx/xjx6z4p/,http://www.promenadelascolinas.com/?utm_source=Costar&utm_medium=ILS,Bell Partners Inc,My Showing
BENT TREE TRAILS,https://www.apartments.com/bent-tree-trails-addison-tx/k8cf7s8/,https://www.willmax.net/bent-tree-trails.html?utm_source=ApartmentsDotCom&utm_medium=web&utm_campaign=bent-tree-trails,Willmax Capital Management,Respage
Miramonte,https://www.apartments.com/miramonte-richardson-tx/k8h5h39/,http://miramontetexas.com/,Showe Companies,
The Lyndon,https://www.apartments.com/the-lyndon-irving-tx/z2g8t5w/,https://www.livethelyndon.com/,Lincoln Property Company,
Gardens of Valley Ranch,https://www.apartments.com/gardens-of-valley-ranch-irving-tx/lc14mxe/,http://www.gardensofvalleyranch.com/,Dayrise Residential Llc,BetterBot
Parc at Garland,https://www.apartments.com/parc-at-garland-garland-tx/2f1re59/,http://parcatgarland.com/,Sunridge Management Group Inc,
Rockwall Commons,https://www.apartments.com/rockwall-commons-rockwall-tx/byx6ss9/,http://www.rockwallcommonsapts.com/,Lincoln Property Company,N/A
The Florence at The Harbor,https://www.apartments.com/the-florence-at-the-harbor-rockwall-tx/c4fzbtf/,http://www.theflorenceattheharbor.com/?ilm=costar,Greystar Real Estate Partners,Realpage
Windham Chase,https://www.apartments.com/windham-chase-richardson-tx/yll38zs/,https://www.windhamchase.com/,Valcap Group,PERQ
Communities of Bent Tree,https://www.apartments.com/communities-of-bent-tree-addison-tx/f3xjpct/,https://www.willmax.net/communities-at-bent-tree.html?utm_source=ApartmentsDotCom&utm_medium=web&utm_campaign=communities-at-bent-tree,Willmax Capital Management,Respage
Mission Fairways Apartments,https://www.apartments.com/mission-fairways-apartments-mesquite-tx/04wm6z0/,http://www.missionfairwaysapartments.com/,Starwood Capital Group,Knockbot
Sweetwater at Buckingham,https://www.apartments.com/sweetwater-at-buckingham-richardson-tx/w0slf2j/,http://www.sweetwateratbuckingham.com/,The Tipton Group,
Audubon Park,https://www.apartments.com/audubon-park-mesquite-tx/gwbw00x/,https://www.liveataudubonparkapts.com/,Lincoln Property Company,
Oak Glen Apartments,https://www.apartments.com/oak-glen-apartments-garland-tx/n96mfjq/,http://www.leaseoakglenapartments.com/,Valcap Group,
Midway Urban Village,https://www.apartments.com/midway-urban-village-farmers-branch-tx/618q9jt/,http://www.midwayurban.com/?utm_knock=costar,Lincoln Property Company,N/A
The Boulders,https://www.apartments.com/the-boulders-garland-tx/4sh3sfj/,N/A,Fath Properties,
Bent Tree Park Apartments,https://www.apartments.com/bent-tree-park-apartments-addison-tx/0v5xy90/,http://www.benttreeparkapartments.com/,,
Avalon 8801,https://www.apartments.com/avalon-8801-irving-tx/frgsjkr/,https://www.avalon8801.com/,Meticulous And Responsive Solutions Pm Services,
The Republic West Apartments,https://www.apartments.com/the-republic-west-apartments-garland-tx/1e6x8v7/,https://liveattherepublic.com/,S2 Capital Llc,Knockbot
Windchase Apartments,https://www.apartments.com/windchase-apartments-grand-prairie-tx/xvptesp/,http://www.mywindchase.com/,Irwin R Rose Company,Realpage
Carrollton Oaks,https://www.apartments.com/carrollton-oaks-carrollton-tx/gzvjdkz/,http://www.carrolltonoaks.com/,Turner Impact Capital Llc,N/A
Tower Village Apartments,https://www.apartments.com/tower-village-apartments-irving-tx/3l4d2ye/,https://lifeattowervillage.com/,Sb Pacific Group,
4810 Live Oak,https://www.apartments.com/4810-live-oak-dallas-tx/h0tnnt3/,https://www.cimanagement.com/4810-live-oak,Ci Management,
